alexnet,0.1,5,5,177.0,0.020820000000000016,283.0,0.022079999999999968
fc1,0.1,5,5,27.6,0.008359999999999979,263.6,0.011679999999999979
fc2,0.1,5,5,135.4,0.012680000000000014,233.4,0.014140000000000041
googlenet,0.1,5,5,199.2,0.03970000000000003,290.6,0.04108000000000005
lenet,0.1,5,5,177.8,0.07728000000000004,350.2,0.08566000000000004
resnet34,0.1,5,5,141.4,0.03802000000000001,263.8,0.039779999999999996
resnet50,0.1,5,5,234.8,0.030540000000000032,291.2,0.031500000000000014
resnet101,0.1,5,5,138.8,0.026719999999999966,296.0,0.02946000000000002
vgg11,0.1,5,5,175.2,0.02964,295.8,0.031020000000000002
vgg16,0.1,5,5,194.6,0.03292000000000002,333.4,0.03488
vgg19,0.1,5,5,149.2,0.02515999999999996,279.2,0.028639999999999978
alexnet,0.19,5,5,177.4,0.029319999999999992,283.4,0.03057999999999994
fc1,0.19,5,5,28.0,0.008359999999999979,264.0,0.011679999999999979
fc2,0.19,5,5,136.8,0.013580000000000004,234.8,0.01504000000000003
googlenet,0.19,5,5,198.4,0.03164,289.8,0.03302000000000003
lenet,0.19,5,5,178.2,0.07976000000000005,350.6,0.08814000000000007
resnet34,0.19,5,5,137.6,0.03486,260.0,0.036619999999999986
resnet50,0.19,5,5,246.8,0.03308000000000004,303.2,0.03404000000000003
resnet101,0.19,5,5,138.6,0.026719999999999966,295.8,0.02946000000000002
vgg11,0.19,5,5,185.4,0.043220000000000015,306.0,0.044600000000000015
vgg16,0.19,5,5,190.6,0.03074000000000001,329.4,0.03269999999999999
vgg19,0.19,5,5,150.8,0.025959999999999983,280.8,0.02944
alexnet,0.28,5,5,189.4,0.03088000000000002,295.4,0.03213999999999997
fc1,0.28,5,5,25.8,0.005459999999999987,261.8,0.008779999999999987
fc2,0.28,5,5,135.2,0.011220000000000008,233.2,0.012680000000000035
googlenet,0.28,5,5,200.6,0.03628,292.0,0.03766000000000003
lenet,0.28,5,5,168.0,0.06026000000000002,340.4,0.06864000000000003
resnet34,0.28,5,5,138.4,0.03586,260.8,0.03761999999999999
resnet50,0.28,5,5,240.8,0.029340000000000054,297.2,0.03030000000000004
resnet101,0.28,5,5,138.6,0.026719999999999966,295.8,0.02946000000000002
vgg11,0.28,5,5,182.2,0.037780000000000015,302.8,0.039160000000000014
vgg16,0.28,5,5,194.8,0.03862000000000003,333.6,0.04058000000000002
vgg19,0.28,5,5,151.0,0.025959999999999983,281.0,0.02944
alexnet,0.37,5,5,197.6,0.03298000000000001,303.6,0.03423999999999996
fc1,0.37,5,5,16.8,0.004500000000000015,252.8,0.007820000000000016
fc2,0.37,5,5,136.6,0.011220000000000008,234.6,0.012680000000000035
googlenet,0.37,5,5,200.2,0.04041999999999999,291.6,0.04180000000000002
lenet,0.37,5,5,178.0,0.07976000000000005,350.4,0.08814000000000007
resnet34,0.37,5,5,150.2,0.04234,272.6,0.044099999999999986
resnet50,0.37,5,5,247.4,0.03308000000000004,303.8,0.03404000000000003
resnet101,0.37,5,5,137.6,0.026719999999999966,294.8,0.02946000000000002
vgg11,0.37,5,5,181.2,0.03677999999999999,301.8,0.03815999999999999
vgg16,0.37,5,5,194.0,0.030920000000000013,332.8,0.03288
vgg19,0.37,5,5,148.4,0.023499999999999986,278.4,0.026980000000000004
alexnet,0.45999999999999996,5,5,197.6,0.03298000000000001,303.6,0.03423999999999996
fc1,0.45999999999999996,5,5,31.2,0.008359999999999979,267.2,0.011679999999999979
fc2,0.45999999999999996,5,5,137.2,0.010320000000000018,235.2,0.011780000000000046
googlenet,0.45999999999999996,5,5,197.6,0.03370000000000002,289.0,0.03508000000000004
lenet,0.45999999999999996,5,5,169.8,0.06681999999999999,342.2,0.0752
resnet34,0.45999999999999996,5,5,138.4,0.03518000000000003,260.8,0.036940000000000014
resnet50,0.45999999999999996,5,5,245.4,0.03298000000000005,301.8,0.03394000000000004
resnet101,0.45999999999999996,5,5,127.2,0.022299999999999966,284.4,0.025040000000000017
vgg11,0.45999999999999996,5,5,171.6,0.025760000000000005,292.2,0.027140000000000008
vgg16,0.45999999999999996,5,5,195.2,0.03292000000000002,334.0,0.03488
vgg19,0.45999999999999996,5,5,148.6,0.023499999999999986,278.6,0.026980000000000004
alexnet,0.5499999999999999,5,5,177.0,0.02677999999999998,283.0,0.028039999999999933
fc1,0.5499999999999999,5,5,32.6,0.009019999999999995,268.6,0.012339999999999995
fc2,0.5499999999999999,5,5,139.4,0.012680000000000014,237.4,0.014140000000000041
googlenet,0.5499999999999999,5,5,199.8,0.04132000000000002,291.2,0.04270000000000005
lenet,0.5499999999999999,5,5,169.4,0.06433999999999998,341.8,0.07271999999999998
resnet34,0.5499999999999999,5,5,149.6,0.04084000000000003,272.0,0.04260000000000001
resnet50,0.5499999999999999,5,5,245.6,0.031100000000000017,302.0,0.03206
resnet101,0.5499999999999999,5,5,124.0,0.022299999999999966,281.2,0.025040000000000017
vgg11,0.5499999999999999,5,5,170.4,0.024060000000000015,291.0,0.025440000000000018
vgg16,0.5499999999999999,5,5,192.6,0.026380000000000025,331.4,0.02834000000000001
vgg19,0.5499999999999999,5,5,148.2,0.02367999999999997,278.2,0.027159999999999983
alexnet,0.64,5,5,192.6,0.03026000000000002,298.6,0.03151999999999997
fc1,0.64,5,5,27.0,0.00686,263.0,0.01018
fc2,0.64,5,5,135.2,0.013580000000000004,233.2,0.01504000000000003
googlenet,0.64,5,5,201.6,0.043100000000000006,293.0,0.04448000000000003
lenet,0.64,5,5,177.2,0.07738000000000005,349.6,0.08576000000000006
resnet34,0.64,5,5,135.0,0.03386000000000002,257.4,0.035620000000000006
resnet50,0.64,5,5,252.2,0.036600000000000035,308.6,0.03756000000000002
resnet101,0.64,5,5,117.6,0.015899999999999935,274.8,0.01863999999999999
vgg11,0.64,5,5,175.2,0.02964,295.8,0.031020000000000002
vgg16,0.64,5,5,192.2,0.02892000000000001,331.0,0.030879999999999998
vgg19,0.64,5,5,140.6,0.021879999999999965,270.6,0.025359999999999983
alexnet,0.73,5,5,198.0,0.03166000000000002,304.0,0.03291999999999997
fc1,0.73,5,5,16.0,0.005999999999999994,252.0,0.009319999999999995
fc2,0.73,5,5,140.4,0.01312000000000001,238.4,0.014580000000000037
googlenet,0.73,5,5,199.6,0.04132000000000002,291.0,0.04270000000000005
lenet,0.73,5,5,175.4,0.07130000000000006,347.8,0.07968000000000006
resnet34,0.73,5,5,154.8,0.04752000000000001,277.2,0.04927999999999999
resnet50,0.73,5,5,255.6,0.04308000000000003,312.0,0.04404000000000001
resnet101,0.73,5,5,126.2,0.018319999999999937,283.4,0.02105999999999999
vgg11,0.73,5,5,182.2,0.03715999999999999,302.8,0.03854
vgg16,0.73,5,5,188.6,0.028480000000000016,327.4,0.030440000000000002
vgg19,0.73,5,5,145.8,0.022619999999999994,275.8,0.026100000000000012
alexnet,0.82,5,5,189.2,0.02622000000000002,295.2,0.02747999999999997
fc1,0.82,5,5,6.4,0.004499999999999993,242.4,0.007819999999999994
fc2,0.82,5,5,140.4,0.01312000000000001,238.4,0.014580000000000037
googlenet,0.82,5,5,192.6,0.03452000000000004,284.0,0.035900000000000064
lenet,0.82,5,5,171.2,0.07286000000000006,343.6,0.08124000000000006
resnet34,0.82,5,5,154.8,0.04752000000000001,277.2,0.04927999999999999
resnet50,0.82,5,5,255.6,0.04308000000000003,312.0,0.04404000000000001
resnet101,0.82,5,5,120.4,0.016839999999999987,277.6,0.019580000000000042
vgg11,0.82,5,5,182.4,0.033299999999999996,303.0,0.03468
vgg16,0.82,5,5,193.0,0.038060000000000024,331.8,0.040020000000000014
vgg19,0.82,5,5,141.8,0.022239999999999947,271.8,0.025719999999999965
alexnet,0.9099999999999999,5,5,189.2,0.02622000000000002,295.2,0.02747999999999997
fc1,0.9099999999999999,5,5,14.6,0.007799999999999996,250.6,0.011119999999999996
fc2,0.9099999999999999,5,5,132.2,0.009860000000000013,230.2,0.011320000000000042
googlenet,0.9099999999999999,5,5,179.6,0.02926000000000002,271.0,0.030640000000000046
lenet,0.9099999999999999,5,5,176.2,0.07780000000000006,348.6,0.08618000000000008
resnet34,0.9099999999999999,5,5,154.8,0.04752000000000001,277.2,0.04927999999999999
resnet50,0.9099999999999999,5,5,246.4,0.038860000000000026,302.8,0.03982000000000001
resnet101,0.9099999999999999,5,5,124.6,0.017139999999999954,281.8,0.01988000000000001
vgg11,0.9099999999999999,5,5,168.6,0.021699999999999987,289.2,0.02307999999999999
vgg16,0.9099999999999999,5,5,192.2,0.03276000000000001,331.0,0.034719999999999994
vgg19,0.9099999999999999,5,5,127.2,0.01342000000000001,257.2,0.016900000000000026
alexnet,0.1,6,5,177.0,0.020820000000000016,283.0,0.022079999999999968
fc1,0.1,6,5,27.6,0.008359999999999979,263.6,0.011679999999999979
fc2,0.1,6,5,135.4,0.012680000000000014,233.4,0.014140000000000041
googlenet,0.1,6,5,199.2,0.03970000000000003,290.6,0.04108000000000005
lenet,0.1,6,5,177.8,0.07728000000000004,350.2,0.08566000000000004
resnet34,0.1,6,5,141.4,0.03802000000000001,263.8,0.039779999999999996
resnet50,0.1,6,5,234.8,0.030540000000000032,291.2,0.031500000000000014
resnet101,0.1,6,5,138.8,0.026719999999999966,296.0,0.02946000000000002
vgg11,0.1,6,5,175.2,0.02964,295.8,0.031020000000000002
vgg16,0.1,6,5,194.6,0.03292000000000002,333.4,0.03488
vgg19,0.1,6,5,149.2,0.02515999999999996,279.2,0.028639999999999978
alexnet,0.19,6,5,177.4,0.029319999999999992,283.4,0.03057999999999994
fc1,0.19,6,5,28.0,0.008359999999999979,264.0,0.011679999999999979
fc2,0.19,6,5,136.8,0.013580000000000004,234.8,0.01504000000000003
googlenet,0.19,6,5,198.4,0.03164,289.8,0.03302000000000003
lenet,0.19,6,5,178.2,0.07976000000000005,350.6,0.08814000000000007
resnet34,0.19,6,5,137.6,0.03486,260.0,0.036619999999999986
resnet50,0.19,6,5,246.8,0.03308000000000004,303.2,0.03404000000000003
resnet101,0.19,6,5,138.6,0.026719999999999966,295.8,0.02946000000000002
vgg11,0.19,6,5,185.4,0.043220000000000015,306.0,0.044600000000000015
vgg16,0.19,6,5,190.6,0.03074000000000001,329.4,0.03269999999999999
vgg19,0.19,6,5,150.8,0.025959999999999983,280.8,0.02944
alexnet,0.28,6,5,189.4,0.03088000000000002,295.4,0.03213999999999997
fc1,0.28,6,5,25.8,0.005459999999999987,261.8,0.008779999999999987
fc2,0.28,6,5,135.2,0.011220000000000008,233.2,0.012680000000000035
googlenet,0.28,6,5,200.6,0.03628,292.0,0.03766000000000003
lenet,0.28,6,5,167.4,0.05790000000000004,339.8,0.06628000000000005
resnet34,0.28,6,5,129.0,0.026900000000000035,251.4,0.02866000000000002
resnet50,0.28,6,5,240.8,0.029340000000000054,297.2,0.03030000000000004
resnet101,0.28,6,5,138.6,0.026719999999999966,295.8,0.02946000000000002
vgg11,0.28,6,5,182.2,0.037780000000000015,302.8,0.039160000000000014
vgg16,0.28,6,5,194.8,0.03862000000000003,333.6,0.04058000000000002
vgg19,0.28,6,5,151.0,0.025959999999999983,281.0,0.02944
alexnet,0.37,6,5,197.6,0.03298000000000001,303.6,0.03423999999999996
fc1,0.37,6,5,17.8,0.004500000000000015,253.8,0.007820000000000016
fc2,0.37,6,5,137.4,0.011220000000000008,235.4,0.012680000000000035
googlenet,0.37,6,5,200.2,0.04041999999999999,291.6,0.04180000000000002
lenet,0.37,6,5,178.0,0.07976000000000005,350.4,0.08814000000000007
resnet34,0.37,6,5,148.4,0.03902000000000001,270.8,0.04078
resnet50,0.37,6,5,247.4,0.03308000000000004,303.8,0.03404000000000003
resnet101,0.37,6,5,137.6,0.026719999999999966,294.8,0.02946000000000002
vgg11,0.37,6,5,181.2,0.03677999999999999,301.8,0.03815999999999999
vgg16,0.37,6,5,194.0,0.030920000000000013,332.8,0.03288
vgg19,0.37,6,5,151.0,0.025959999999999983,281.0,0.02944
alexnet,0.45999999999999996,6,5,197.6,0.03298000000000001,303.6,0.03423999999999996
fc1,0.45999999999999996,6,5,31.2,0.008560000000000002,267.2,0.011880000000000002
fc2,0.45999999999999996,6,5,137.2,0.010320000000000018,235.2,0.011780000000000046
googlenet,0.45999999999999996,6,5,197.8,0.035519999999999996,289.2,0.03690000000000002
lenet,0.45999999999999996,6,5,170.2,0.06774,342.6,0.07612000000000001
resnet34,0.45999999999999996,6,5,142.4,0.037580000000000016,264.8,0.03934
resnet50,0.45999999999999996,6,5,245.4,0.03298000000000005,301.8,0.03394000000000004
resnet101,0.45999999999999996,6,5,127.2,0.022299999999999966,284.4,0.025040000000000017
vgg11,0.45999999999999996,6,5,164.2,0.02233999999999998,284.8,0.023719999999999984
vgg16,0.45999999999999996,6,5,195.2,0.03292000000000002,334.0,0.03488
vgg19,0.45999999999999996,6,5,148.6,0.023499999999999986,278.6,0.026980000000000004
alexnet,0.5499999999999999,6,5,181.8,0.028079999999999994,287.8,0.029339999999999943
fc1,0.5499999999999999,6,5,32.6,0.009019999999999995,268.6,0.012339999999999995
fc2,0.5499999999999999,6,5,135.0,0.012680000000000014,233.0,0.014140000000000041
googlenet,0.5499999999999999,6,5,199.6,0.04132000000000002,291.0,0.04270000000000005
lenet,0.5499999999999999,6,5,170.8,0.06514,343.2,0.07352
resnet34,0.5499999999999999,6,5,137.0,0.03290000000000004,259.4,0.034660000000000024
resnet50,0.5499999999999999,6,5,245.8,0.03198000000000003,302.2,0.03294000000000001
resnet101,0.5499999999999999,6,5,126.2,0.02093999999999996,283.4,0.023680000000000014
vgg11,0.5499999999999999,6,5,173.6,0.029500000000000016,294.2,0.03088000000000002
vgg16,0.5499999999999999,6,5,194.2,0.02892000000000001,333.0,0.030879999999999998
vgg19,0.5499999999999999,6,5,149.0,0.02503999999999995,279.0,0.02851999999999997
alexnet,0.64,6,5,191.0,0.031399999999999983,297.0,0.03265999999999993
fc1,0.64,6,5,32.6,0.009019999999999995,268.6,0.012339999999999995
fc2,0.64,6,5,127.4,0.012020000000000008,225.4,0.013480000000000037
googlenet,0.64,6,5,190.4,0.03330000000000004,281.8,0.034680000000000065
lenet,0.64,6,5,174.0,0.07356,346.4,0.08194000000000001
resnet34,0.64,6,5,133.0,0.03490000000000004,255.4,0.036660000000000026
