alexnet,0.6,5,17,0,0.05,135.0,0.009600000000000053,241.0,0.010860000000000003
fc1,0.6,5,17,0,0.05,16.8,0.004239999999999989,252.8,0.007559999999999989
fc2,0.6,5,17,0,0.05,118.6,0.008800000000000007,216.6,0.010260000000000036
googlenet,0.6,5,17,0,0.05,162.0,0.012760000000000039,253.4,0.014140000000000064
lenet,0.6,5,17,0,0.05,124.4,0.023580000000000025,296.8,0.03196000000000003
resnet34,0.6,5,17,0,0.05,76.2,0.39127999999999996,198.6,0.39303999999999994
resnet50,0.6,5,17,0,0.05,195.6,0.01180000000000001,252.0,0.012759999999999994
resnet101,0.6,5,17,0,0.05,69.0,0.0049799999999999844,226.2,0.007720000000000038
vgg11,0.6,5,17,0,0.05,144.2,0.011979999999999968,264.8,0.013359999999999973
vgg16,0.6,5,17,0,0.05,150.0,0.011999999999999988,288.8,0.013959999999999972
vgg19,0.6,5,17,0,0.05,85.0,0.00631999999999997,215.0,0.009799999999999986
alexnet,0.6,5,17,0,0.2,131.6,0.009520000000000039,237.6,0.01077999999999999
fc1,0.6,5,17,0,0.2,7.6,0.0037799999999999943,243.6,0.007099999999999995
fc2,0.6,5,17,0,0.2,107.6,0.008080000000000009,205.6,0.009540000000000038
googlenet,0.6,5,17,0,0.2,158.4,0.012460000000000027,249.8,0.013840000000000052
lenet,0.6,5,17,0,0.2,121.4,0.021120000000000007,293.8,0.029500000000000016
resnet34,0.6,5,17,0,0.2,73.8,0.39106,196.2,0.39281999999999995
resnet50,0.6,5,17,0,0.2,192.6,0.01180000000000001,249.0,0.012759999999999994
resnet101,0.6,5,17,0,0.2,59.2,0.004400000000000004,216.4,0.007140000000000058
vgg11,0.6,5,17,0,0.2,141.2,0.01095999999999997,261.8,0.012339999999999973
vgg16,0.6,5,17,0,0.2,147.0,0.011119999999999996,285.8,0.01307999999999998
vgg19,0.6,5,17,0,0.2,80.4,0.006199999999999961,210.4,0.009679999999999977
alexnet,0.6,5,17,0,0.35,128.6,0.009000000000000053,234.6,0.010260000000000002
fc1,0.6,5,17,0,0.35,4.6,0.0037799999999999943,240.6,0.007099999999999995
fc2,0.6,5,17,0,0.35,104.0,0.0067400000000000125,202.0,0.00820000000000004
googlenet,0.6,5,17,0,0.35,155.4,0.011100000000000021,246.8,0.012480000000000047
lenet,0.6,5,17,0,0.35,118.4,0.019420000000000014,290.8,0.027800000000000026
resnet34,0.6,5,17,0,0.35,71.4,0.39106,193.8,0.39281999999999995
resnet50,0.6,5,17,0,0.35,165.6,0.009960000000000014,222.0,0.010919999999999996
resnet101,0.6,5,17,0,0.35,42.2,0.004100000000000015,199.4,0.006840000000000068
vgg11,0.6,5,17,0,0.35,138.2,0.010719999999999974,258.8,0.012099999999999977
vgg16,0.6,5,17,0,0.35,142.8,0.011099999999999999,281.6,0.013059999999999983
vgg19,0.6,5,17,0,0.35,77.4,0.005459999999999998,207.4,0.008940000000000014
alexnet,0.6,5,17,0,0.49999999999999994,126.6,0.009000000000000053,232.6,0.010260000000000002
fc1,0.6,5,17,0,0.49999999999999994,1.4,0.0018800000000000038,237.4,0.005200000000000005
fc2,0.6,5,17,0,0.49999999999999994,102.0,0.0067400000000000125,200.0,0.00820000000000004
googlenet,0.6,5,17,0,0.49999999999999994,153.4,0.010820000000000007,244.8,0.012200000000000034
lenet,0.6,5,17,0,0.49999999999999994,116.4,0.01806000000000003,288.8,0.02644000000000004
resnet34,0.6,5,17,0,0.49999999999999994,69.8,0.39093999999999995,192.2,0.39269999999999994
resnet50,0.6,5,17,0,0.49999999999999994,163.6,0.009960000000000014,220.0,0.010919999999999996
resnet101,0.6,5,17,0,0.49999999999999994,40.2,0.004100000000000015,197.4,0.006840000000000068
vgg11,0.6,5,17,0,0.49999999999999994,129.2,0.00933999999999997,249.8,0.010719999999999974
vgg16,0.6,5,17,0,0.49999999999999994,140.8,0.010260000000000002,279.6,0.012219999999999986
vgg19,0.6,5,17,0,0.49999999999999994,75.4,0.005459999999999998,205.4,0.008940000000000014
alexnet,0.6,5,17,0,0.65,122.6,0.00880000000000003,228.6,0.01005999999999998
fc1,0.6,5,17,0,0.65,-2.6,0.0018800000000000038,233.4,0.005200000000000005
fc2,0.6,5,17,0,0.65,91.8,0.0059600000000000096,189.8,0.007420000000000038
googlenet,0.6,5,17,0,0.65,148.6,0.010820000000000007,240.0,0.012200000000000034
lenet,0.6,5,17,0,0.65,112.4,0.01806000000000003,284.8,0.02644000000000004
resnet34,0.6,5,17,0,0.65,66.6,0.39093999999999995,189.0,0.39269999999999994
resnet50,0.6,5,17,0,0.65,135.2,0.007580000000000031,191.6,0.008540000000000015
resnet101,0.6,5,17,0,0.65,25.2,0.0035599999999999855,182.4,0.006300000000000039
vgg11,0.6,5,17,0,0.65,82.6,0.007379999999999986,203.2,0.00875999999999999
vgg16,0.6,5,17,0,0.65,136.8,0.009580000000000033,275.6,0.011540000000000017
vgg19,0.6,5,17,0,0.65,49.8,0.0034599999999999965,179.8,0.006940000000000013
alexnet,0.6,5,17,0,0.8,119.4,0.00846,225.4,0.009719999999999951
fc1,0.6,5,17,0,0.8,-14.2,0.0018800000000000038,221.8,0.005200000000000005
fc2,0.6,5,17,0,0.8,88.8,0.0059600000000000096,186.8,0.007420000000000038
googlenet,0.6,5,17,0,0.8,145.6,0.010519999999999996,237.0,0.011900000000000022
lenet,0.6,5,17,0,0.8,109.4,0.01806000000000003,281.8,0.02644000000000004
resnet34,0.6,5,17,0,0.8,64.2,0.39046000000000003,186.6,0.39222
resnet50,0.6,5,17,0,0.8,131.8,0.007040000000000024,188.2,0.008000000000000007
resnet101,0.6,5,17,0,0.8,22.2,0.0033999999999999807,179.4,0.006140000000000034
vgg11,0.6,5,17,0,0.8,67.4,0.007240000000000002,188.0,0.008620000000000006
vgg16,0.6,5,17,0,0.8,81.4,0.006720000000000037,220.2,0.008680000000000021
vgg19,0.6,5,17,0,0.8,46.8,0.0032600000000000185,176.8,0.006740000000000035
alexnet,0.6,5,17,5,0.05,197.6,0.03408,303.6,0.03533999999999995
fc1,0.6,5,17,5,0.05,22.0,0.0036599999999999966,258.0,0.0069799999999999975
fc2,0.6,5,17,5,0.05,120.6,0.008379999999999999,218.6,0.009840000000000026
googlenet,0.6,5,17,5,0.05,194.4,0.029360000000000032,285.8,0.030740000000000055
lenet,0.6,5,17,5,0.05,164.6,0.04876000000000007,337.0,0.05714000000000008
resnet34,0.6,5,17,5,0.05,144.0,0.03193999999999997,266.4,0.03369999999999995
resnet50,0.6,5,17,5,0.05,246.8,0.03504000000000003,303.2,0.03600000000000001
resnet101,0.6,5,17,5,0.05,141.0,0.02333999999999996,298.2,0.026080000000000013
vgg11,0.6,5,17,5,0.05,183.0,0.028700000000000038,303.6,0.03008000000000004
vgg16,0.6,5,17,5,0.05,198.2,0.02529999999999999,337.0,0.027259999999999972
vgg19,0.6,5,17,5,0.05,156.6,0.02904000000000002,286.6,0.032520000000000035
alexnet,0.6,5,17,5,0.2,195.8,0.03358000000000001,301.8,0.03483999999999996
fc1,0.6,5,17,5,0.2,21.2,0.0036599999999999966,257.2,0.0069799999999999975
fc2,0.6,5,17,5,0.2,118.2,0.007460000000000011,216.2,0.008920000000000039
googlenet,0.6,5,17,5,0.2,194.4,0.029360000000000032,285.8,0.030740000000000055
lenet,0.6,5,17,5,0.2,163.2,0.045580000000000044,335.6,0.05396000000000005
resnet34,0.6,5,17,5,0.2,140.8,0.02754000000000001,263.2,0.029299999999999993
resnet50,0.6,5,17,5,0.2,246.2,0.03504000000000003,302.6,0.03600000000000001
resnet101,0.6,5,17,5,0.2,140.4,0.02333999999999996,297.6,0.026080000000000013
vgg11,0.6,5,17,5,0.2,179.8,0.02846000000000004,300.4,0.029840000000000044
vgg16,0.6,5,17,5,0.2,196.4,0.02315999999999998,335.2,0.025119999999999965
vgg19,0.6,5,17,5,0.2,151.4,0.026160000000000006,281.4,0.02964000000000002
alexnet,0.6,5,17,5,0.35,195.0,0.03298000000000001,301.0,0.03423999999999996
fc1,0.6,5,17,5,0.35,20.2,0.0024399999999999977,256.2,0.005759999999999999
fc2,0.6,5,17,5,0.35,118.2,0.007460000000000011,216.2,0.008920000000000039
googlenet,0.6,5,17,5,0.35,193.6,0.029280000000000018,285.0,0.03066000000000004
lenet,0.6,5,17,5,0.35,163.0,0.045580000000000044,335.4,0.05396000000000005
resnet34,0.6,5,17,5,0.35,140.8,0.02754000000000001,263.2,0.029299999999999993
resnet50,0.6,5,17,5,0.35,243.6,0.03402000000000001,300.0,0.03497999999999999
resnet101,0.6,5,17,5,0.35,139.4,0.022379999999999955,296.6,0.02512000000000001
vgg11,0.6,5,17,5,0.35,174.4,0.023680000000000034,295.0,0.025060000000000037
vgg16,0.6,5,17,5,0.35,193.0,0.021599999999999998,331.8,0.02355999999999998
vgg19,0.6,5,17,5,0.35,147.8,0.023739999999999963,277.8,0.027219999999999977
alexnet,0.6,5,17,5,0.49999999999999994,192.2,0.02864,298.2,0.029899999999999947
fc1,0.6,5,17,5,0.49999999999999994,19.4,0.0024399999999999977,255.4,0.005759999999999999
fc2,0.6,5,17,5,0.49999999999999994,116.2,0.007460000000000011,214.2,0.008920000000000039
googlenet,0.6,5,17,5,0.49999999999999994,192.6,0.027960000000000006,284.0,0.029340000000000033
lenet,0.6,5,17,5,0.49999999999999994,158.6,0.04188000000000001,331.0,0.05026000000000001
resnet34,0.6,5,17,5,0.49999999999999994,140.0,0.02754000000000001,262.4,0.029299999999999993
resnet50,0.6,5,17,5,0.49999999999999994,241.4,0.028760000000000008,297.8,0.02971999999999999
resnet101,0.6,5,17,5,0.49999999999999994,138.8,0.021999999999999954,296.0,0.024740000000000005
vgg11,0.6,5,17,5,0.49999999999999994,173.8,0.023680000000000034,294.4,0.025060000000000037
vgg16,0.6,5,17,5,0.49999999999999994,190.0,0.019500000000000007,328.8,0.02145999999999999
vgg19,0.6,5,17,5,0.49999999999999994,145.2,0.02193999999999996,275.2,0.025419999999999977
alexnet,0.6,5,17,5,0.65,181.0,0.01965999999999999,287.0,0.02091999999999994
fc1,0.6,5,17,5,0.65,16.8,0.0023399999999999975,252.8,0.005659999999999998
fc2,0.6,5,17,5,0.65,108.6,0.0069600000000000104,206.6,0.008420000000000039
googlenet,0.6,5,17,5,0.65,183.4,0.019440000000000013,274.8,0.02082000000000004
lenet,0.6,5,17,5,0.65,154.6,0.03612000000000004,327.0,0.04450000000000005
resnet34,0.6,5,17,5,0.65,125.2,0.018099999999999984,247.6,0.019859999999999968
resnet50,0.6,5,17,5,0.65,236.4,0.027160000000000007,292.8,0.02811999999999999
resnet101,0.6,5,17,5,0.65,130.2,0.018019999999999946,287.4,0.02076
vgg11,0.6,5,17,5,0.65,169.2,0.020960000000000024,289.8,0.022340000000000027
vgg16,0.6,5,17,5,0.65,184.0,0.01691999999999998,322.8,0.018879999999999963
vgg19,0.6,5,17,5,0.65,139.0,0.018579999999999975,269.0,0.02205999999999999
alexnet,0.6,5,17,5,0.8,177.2,0.018339999999999978,283.2,0.01959999999999993
fc1,0.6,5,17,5,0.8,6.6,0.0018800000000000038,242.6,0.005200000000000005
fc2,0.6,5,17,5,0.8,100.2,0.0061800000000000075,198.2,0.007640000000000036
googlenet,0.6,5,17,5,0.8,182.6,0.019440000000000013,274.0,0.02082000000000004
lenet,0.6,5,17,5,0.8,149.8,0.033500000000000044,322.2,0.04188000000000005
resnet34,0.6,5,17,5,0.8,122.6,0.01619999999999997,245.0,0.017959999999999955
