alexnet,0.1,5,5,177.0,0.025959999999999983
fc1,0.1,5,5,27.599999999999998,0.017259999999999998
fc2,0.1,5,5,135.4,0.017259999999999998
googlenet,0.1,5,5,199.20000000000002,0.05498000000000003
lenet,0.1,5,5,177.8,0.07710000000000006
resnet34,0.1,5,5,141.4,0.0450600000000001
resnet50,0.1,5,5,234.8,0.03402000000000016
resnet101,0.1,5,5,138.8,0.03859999999999997
vgg11,0.1,5,5,175.2,0.03177999999999992
vgg16,0.1,5,5,194.6,0.035800000000000054
vgg19,0.1,5,5,149.2,0.03173999999999999
alexnet,0.19,5,5,177.39999999999998,0.026260000000000172
fc1,0.19,5,5,27.999999999999996,0.019679999999999975
fc2,0.19,5,5,136.8,0.015900000000000025
googlenet,0.19,5,5,198.4,0.035579999999999945
lenet,0.19,5,5,178.2,0.07978000000000007
resnet34,0.19,5,5,137.60000000000002,0.035580000000000056
resnet50,0.19,5,5,246.8,0.03276000000000001
resnet101,0.19,5,5,138.6,0.03803999999999996
vgg11,0.19,5,5,185.39999999999998,0.04718
vgg16,0.19,5,5,190.6,0.031279999999999974
vgg19,0.19,5,5,150.8,0.03259999999999985
alexnet,0.28,5,5,189.39999999999998,0.02868000000000004
fc1,0.28,5,5,25.799999999999997,0.02138000000000001
fc2,0.28,5,5,135.20000000000002,0.016620000000000024
googlenet,0.28,5,5,200.6,0.053120000000000056
lenet,0.28,5,5,168.0,0.07372000000000001
resnet34,0.28,5,5,138.4,0.037899999999999934
resnet50,0.28,5,5,240.8,0.03261999999999998
resnet101,0.28,5,5,138.6,0.03803999999999996
vgg11,0.28,5,5,182.2,0.04186000000000012
vgg16,0.28,5,5,194.8,0.037739999999999996
vgg19,0.28,5,5,151.0,0.03088000000000002
alexnet,0.37,5,5,197.6,0.036860000000000115
fc1,0.37,5,5,16.799999999999997,0.018919999999999937
fc2,0.37,5,5,136.60000000000002,0.017920000000000103
googlenet,0.37,5,5,200.20000000000002,0.04175999999999991
lenet,0.37,5,5,178.0,0.07879999999999998
resnet34,0.37,5,5,150.20000000000002,0.04159999999999997
resnet50,0.37,5,5,247.4,0.03368000000000004
resnet101,0.37,5,5,137.6,0.03493999999999997
vgg11,0.37,5,5,181.2,0.03579999999999983
vgg16,0.37,5,5,194.0,0.031360000000000054
vgg19,0.37,5,5,148.4,0.027260000000000062
alexnet,0.45999999999999996,5,5,197.6,0.036860000000000115
fc1,0.45999999999999996,5,5,31.199999999999996,0.017479999999999996
fc2,0.45999999999999996,5,5,137.20000000000002,0.02030000000000004
googlenet,0.45999999999999996,5,5,197.6,0.052839999999999776
lenet,0.45999999999999996,5,5,169.8,0.0706
resnet34,0.45999999999999996,5,5,138.4,0.03714000000000006
resnet50,0.45999999999999996,5,5,245.4,0.03298000000000001
resnet101,0.45999999999999996,5,5,127.19999999999999,0.03324000000000005
vgg11,0.45999999999999996,5,5,171.6,0.027800000000000047
vgg16,0.45999999999999996,5,5,195.2,0.03269999999999995
vgg19,0.45999999999999996,5,5,148.6,0.029920000000000058
alexnet,0.5499999999999999,5,5,177.0,0.030000000000000138
fc1,0.5499999999999999,5,5,32.599999999999994,0.019479999999999997
fc2,0.5499999999999999,5,5,139.4,0.01985999999999999
googlenet,0.5499999999999999,5,5,199.8,0.06313999999999997
lenet,0.5499999999999999,5,5,169.4,0.06792000000000009
resnet34,0.5499999999999999,5,5,149.60000000000002,0.04513999999999996
resnet50,0.5499999999999999,5,5,245.60000000000002,0.038980000000000126
resnet101,0.5499999999999999,5,5,124.0,0.03379999999999994
vgg11,0.5499999999999999,5,5,170.39999999999998,0.0252
vgg16,0.5499999999999999,5,5,192.6,0.03290000000000004
vgg19,0.5499999999999999,5,5,148.2,0.02849999999999986
alexnet,0.64,5,5,192.6,0.03368000000000004
fc1,0.64,5,5,26.999999999999996,0.018359999999999987
fc2,0.64,5,5,135.20000000000002,0.01834000000000008
googlenet,0.64,5,5,201.6,0.054319999999999924
lenet,0.64,5,5,177.2,0.07330000000000003
resnet34,0.64,5,5,135.0,0.0370999999999998
resnet50,0.64,5,5,252.20000000000002,0.03876000000000013
resnet101,0.64,5,5,117.6,0.02764000000000011
vgg11,0.64,5,5,175.2,0.03177999999999992
vgg16,0.64,5,5,192.2,0.03393999999999997
vgg19,0.64,5,5,140.6,0.029219999999999913
alexnet,0.73,5,5,198.0,0.03616000000000019
fc1,0.73,5,5,16.0,0.01744000000000001
fc2,0.73,5,5,140.4,0.01966000000000001
googlenet,0.73,5,5,199.6,0.05033999999999994
lenet,0.73,5,5,175.4,0.07797999999999994
resnet34,0.73,5,5,154.8,0.05478000000000005
resnet50,0.73,5,5,255.60000000000002,0.04277999999999993
resnet101,0.73,5,5,126.19999999999999,0.029180000000000095
vgg11,0.73,5,5,182.2,0.040100000000000136
vgg16,0.73,5,5,188.6,0.035479999999999956
vgg19,0.73,5,5,145.8,0.026720000000000077
alexnet,0.82,5,5,189.2,0.03078000000000003
fc1,0.82,5,5,6.399999999999999,0.01634000000000002
fc2,0.82,5,5,140.4,0.01966000000000001
googlenet,0.82,5,5,192.60000000000002,0.03957999999999995
lenet,0.82,5,5,171.2,0.07635999999999998
resnet34,0.82,5,5,154.8,0.05478000000000005
resnet50,0.82,5,5,255.60000000000002,0.04277999999999993
resnet101,0.82,5,5,120.39999999999999,0.026580000000000048
vgg11,0.82,5,5,182.39999999999998,0.03426000000000007
vgg16,0.82,5,5,193.0,0.03998000000000013
vgg19,0.82,5,5,141.8,0.027220000000000022
alexnet,0.9099999999999999,5,5,189.2,0.03078000000000003
fc1,0.9099999999999999,5,5,14.599999999999994,0.015219999999999956
fc2,0.9099999999999999,5,5,132.20000000000002,0.016180000000000028
googlenet,0.9099999999999999,5,5,179.60000000000002,0.04290000000000005
lenet,0.9099999999999999,5,5,176.2,0.07350000000000012
resnet34,0.9099999999999999,5,5,154.8,0.05478000000000005
resnet50,0.9099999999999999,5,5,246.4,0.04144000000000003
resnet101,0.9099999999999999,5,5,124.6,0.03057999999999994
vgg11,0.9099999999999999,5,5,168.6,0.025259999999999838
vgg16,0.9099999999999999,5,5,192.2,0.02954000000000012
vgg19,0.9099999999999999,5,5,127.2,0.022579999999999822
alexnet,0.1,6,5,177.0,0.025959999999999983
fc1,0.1,6,5,27.599999999999998,0.017259999999999998
fc2,0.1,6,5,135.4,0.017259999999999998
googlenet,0.1,6,5,199.20000000000002,0.05498000000000003
lenet,0.1,6,5,177.8,0.07710000000000006
resnet34,0.1,6,5,141.4,0.0450600000000001
resnet50,0.1,6,5,234.8,0.03402000000000016
resnet101,0.1,6,5,138.8,0.03859999999999997
vgg11,0.1,6,5,175.2,0.03177999999999992
vgg16,0.1,6,5,194.6,0.035800000000000054
vgg19,0.1,6,5,149.2,0.03173999999999999
alexnet,0.19,6,5,177.39999999999998,0.026260000000000172
fc1,0.19,6,5,27.999999999999996,0.019679999999999975
fc2,0.19,6,5,136.8,0.015900000000000025
googlenet,0.19,6,5,198.4,0.035579999999999945
lenet,0.19,6,5,178.2,0.07978000000000007
resnet34,0.19,6,5,137.60000000000002,0.035580000000000056
resnet50,0.19,6,5,246.8,0.03276000000000001
resnet101,0.19,6,5,138.6,0.03803999999999996
vgg11,0.19,6,5,185.39999999999998,0.04718
vgg16,0.19,6,5,190.6,0.031279999999999974
vgg19,0.19,6,5,150.8,0.03259999999999985
alexnet,0.28,6,5,189.39999999999998,0.02868000000000004
fc1,0.28,6,5,25.799999999999997,0.02138000000000001
fc2,0.28,6,5,135.20000000000002,0.016620000000000024
googlenet,0.28,6,5,200.6,0.053120000000000056
lenet,0.28,6,5,167.4,0.07552000000000003
resnet34,0.28,6,5,129.0,0.028899999999999926
resnet50,0.28,6,5,240.8,0.03261999999999998
resnet101,0.28,6,5,138.6,0.03803999999999996
vgg11,0.28,6,5,182.2,0.04186000000000012
vgg16,0.28,6,5,194.8,0.037739999999999996
vgg19,0.28,6,5,151.0,0.03088000000000002
alexnet,0.37,6,5,197.6,0.036860000000000115
fc1,0.37,6,5,17.799999999999997,0.01679999999999998
fc2,0.37,6,5,137.4,0.018900000000000028
googlenet,0.37,6,5,200.20000000000002,0.04175999999999991
lenet,0.37,6,5,178.0,0.07879999999999998
resnet34,0.37,6,5,148.4,0.04060000000000008
resnet50,0.37,6,5,247.4,0.03368000000000004
resnet101,0.37,6,5,137.6,0.03493999999999997
vgg11,0.37,6,5,181.2,0.03579999999999983
vgg16,0.37,6,5,194.0,0.031360000000000054
vgg19,0.37,6,5,151.0,0.03088000000000002
alexnet,0.45999999999999996,6,5,197.6,0.036860000000000115
fc1,0.45999999999999996,6,5,31.199999999999996,0.02152000000000004
fc2,0.45999999999999996,6,5,137.20000000000002,0.02030000000000004
