resnet34,0.1,5,5,11,105.2,0.8148260163517345
resnet50,0.1,5,5,11,155.6,0.8144187068272997
resnet101,0.1,5,5,11,78.4,0.8068506537236334
vgg11,0.1,5,5,11,126.60000000000001,0.766987809090693
vgg16,0.1,5,5,11,111.2,0.7595868752514784
vgg19,0.1,5,5,11,121.4,0.7677816932012113
alexnet,0.1,5,5,12,111.20000000000002,0.7237351460832049
fc1,0.1,5,5,12,-17.6,0.36821088251515466
fc2,0.1,5,5,12,42.400000000000006,0.37037759850979823
googlenet,0.1,5,5,12,103.6,0.774479029096931
lenet,0.1,5,5,12,121.4,0.6143751578642753
resnet34,0.1,5,5,12,110.0,0.81429199385914
resnet50,0.1,5,5,12,156.8,0.8141245808935852
resnet101,0.1,5,5,12,93.6,0.8065620453555095
vgg11,0.1,5,5,12,129.0,0.766706455243035
vgg16,0.1,5,5,12,116.6,0.7591969763421227
vgg19,0.1,5,5,12,121.2,0.7673093528511475
alexnet,0.1,5,5,13,111.20000000000002,0.7239335207685644
fc1,0.1,5,5,13,-17.4,0.36812636177597424
fc2,0.1,5,5,13,47.0,0.37025433798306284
googlenet,0.1,5,5,13,103.6,0.7741185665656833
lenet,0.1,5,5,13,126.6,0.614145787894825
resnet34,0.1,5,5,13,110.0,0.8142801629237373
resnet50,0.1,5,5,13,156.6,0.8137410425804347
resnet101,0.1,5,5,13,93.8,0.8063553613912772
vgg11,0.1,5,5,13,127.60000000000001,0.7664677561879591
vgg16,0.1,5,5,13,116.6,0.7586153876270523
vgg19,0.1,5,5,13,118.8,0.766828374573384
alexnet,0.1,5,5,14,106.80000000000001,0.7239025952036338
fc1,0.1,5,5,14,1.2000000000000028,0.3679790619033584
fc2,0.1,5,5,14,53.0,0.3701026973215953
googlenet,0.1,5,5,14,103.6,0.7738067718061938
lenet,0.1,5,5,14,131.0,0.6138035358851884
resnet34,0.1,5,5,14,110.2,0.8140596657633763
resnet50,0.1,5,5,14,148.4,0.8136679541240438
resnet101,0.1,5,5,14,93.8,0.8062366368635273
vgg11,0.1,5,5,14,123.60000000000001,0.7660190485172114
vgg16,0.1,5,5,14,114.8,0.7580940728868171
vgg19,0.1,5,5,14,118.0,0.7663212553183012
alexnet,0.1,5,5,15,106.80000000000001,0.7236129072261052
fc1,0.1,5,5,15,2.400000000000002,0.3679150919513606
fc2,0.1,5,5,15,53.0,0.3700112689373683
googlenet,0.1,5,5,15,107.19999999999999,0.7730364355983449
lenet,0.1,5,5,15,131.4,0.6131721909229249
resnet34,0.1,5,5,15,110.2,0.8137748658451665
resnet50,0.1,5,5,15,148.4,0.8135115729209167
resnet101,0.1,5,5,15,93.8,0.8062705329554586
vgg11,0.1,5,5,15,125.80000000000001,0.7656676831235674
vgg16,0.1,5,5,15,110.8,0.7579016936053625
vgg19,0.1,5,5,15,123.6,0.7659966311506616
alexnet,0.1,5,5,16,106.80000000000001,0.7234410062083462
fc1,0.1,5,5,16,-12.199999999999996,0.36789721570788303
fc2,0.1,5,5,16,51.400000000000006,0.36987239347445466
googlenet,0.1,5,5,16,105.39999999999999,0.7723024493737535
lenet,0.1,5,5,16,130.4,0.6127726831080321
resnet34,0.1,5,5,16,110.2,0.8137105630873175
resnet50,0.1,5,5,16,151.0,0.8132604246390699
resnet101,0.1,5,5,16,93.8,0.8062375032095849
vgg11,0.1,5,5,16,123.80000000000001,0.7654704097171248
vgg16,0.1,5,5,16,105.8,0.7579028794090059
vgg19,0.1,5,5,16,123.6,0.7659140900417769
alexnet,0.1,5,5,17,100.00000000000001,0.7231769892992584
fc1,0.1,5,5,17,-8.0,0.36821436539357955
fc2,0.1,5,5,17,43.2,0.36965745604537453
googlenet,0.1,5,5,17,105.39999999999999,0.7721451114944002
lenet,0.1,5,5,17,134.0,0.6125816623108689
resnet34,0.1,5,5,17,110.2,0.8136188045092736
resnet50,0.1,5,5,17,148.8,0.8131440174217375
resnet101,0.1,5,5,17,93.8,0.8061146162188646
vgg11,0.1,5,5,17,130.0,0.7652731363106822
vgg16,0.1,5,5,17,106.8,0.7577668195595834
vgg19,0.1,5,5,17,123.6,0.7658521155929797
alexnet,0.1,5,5,18,93.00000000000001,0.722824660250608
fc1,0.1,5,5,18,-26.199999999999996,0.36803583469587386
fc2,0.1,5,5,18,51.6,0.3695813940792081
googlenet,0.1,5,5,18,105.0,0.7713865557874803
lenet,0.1,5,5,18,133.8,0.6123872263382211
resnet34,0.1,5,5,18,113.8,0.8135391775611229
resnet50,0.1,5,5,18,151.0,0.8130792405457127
resnet101,0.1,5,5,18,93.6,0.8059230108374326
vgg11,0.1,5,5,18,130.4,0.765051405809797
vgg16,0.1,5,5,18,106.8,0.7577668195595834
vgg19,0.1,5,5,18,129.0,0.7657493456333644
alexnet,0.1,5,5,19,108.60000000000001,0.7226674079452663
fc1,0.1,5,5,19,2.0,0.36792587389102244
fc2,0.1,5,5,19,51.6,0.3695813940792081
googlenet,0.1,5,5,19,90.0,0.7705440356720527
lenet,0.1,5,5,19,130.8,0.6122157666104955
resnet34,0.1,5,5,19,120.2,0.8135136777357806
resnet50,0.1,5,5,19,148.4,0.8128871747131496
resnet101,0.1,5,5,19,89.19999999999999,0.8058018768367375
vgg11,0.1,5,5,19,135.4,0.7646505720852603
vgg16,0.1,5,5,19,106.8,0.7577668195595834
vgg19,0.1,5,5,19,128.4,0.765546634747565
alexnet,0.19,5,5,3,125.20000000000002,0.7344476095154088
fc1,0.19,5,5,3,-3.6000000000000014,0.37326851221314883
fc2,0.19,5,5,3,67.80000000000001,0.376164972738049
googlenet,0.19,5,5,3,101.0,0.7937527003008231
lenet,0.19,5,5,3,137.8,0.6334434645956404
resnet34,0.19,5,5,3,122.2,0.8279892681482044
resnet50,0.19,5,5,3,143.60000000000002,0.8267126945994036
resnet101,0.19,5,5,3,100.4,0.8192556134158108
vgg11,0.19,5,5,3,142.6,0.7821025800765247
vgg16,0.19,5,5,3,89.6,0.7769143683526771
vgg19,0.19,5,5,3,122.4,0.7814439977171883
alexnet,0.19,5,5,4,110.00000000000001,0.7310986005843505
fc1,0.19,5,5,4,-6.199999999999996,0.37086703059128195
fc2,0.19,5,5,4,61.6,0.37530750653615874
googlenet,0.19,5,5,4,108.0,0.788312896745911
lenet,0.19,5,5,4,135.2,0.6269379642954274
resnet34,0.19,5,5,4,117.6,0.823949539093275
resnet50,0.19,5,5,4,141.60000000000002,0.8229978699865643
resnet101,0.19,5,5,4,88.8,0.8145672168817909
vgg11,0.19,5,5,4,132.4,0.7773161606952825
vgg16,0.19,5,5,4,113.0,0.7704320894800625
vgg19,0.19,5,5,4,130.0,0.7768214909776512
alexnet,0.19,5,5,5,110.80000000000001,0.7293665072071032
fc1,0.19,5,5,5,9.200000000000003,0.3706521336447028
fc2,0.19,5,5,5,55.6,0.37440892340819637
googlenet,0.19,5,5,5,107.19999999999999,0.7843194177367615
lenet,0.19,5,5,5,135.6,0.6247196834638769
resnet34,0.19,5,5,5,126.2,0.8210833423442125
resnet50,0.19,5,5,5,159.8,0.8209278758008287
resnet101,0.19,5,5,5,92.4,0.8126538682632052
vgg11,0.19,5,5,5,140.20000000000002,0.7742561291832835
vgg16,0.19,5,5,5,111.4,0.7672797544924437
vgg19,0.19,5,5,5,117.0,0.7740757511242494
alexnet,0.19,5,5,6,125.20000000000002,0.727653617036489
fc1,0.19,5,5,6,-1.7999999999999972,0.3690722513340969
fc2,0.19,5,5,6,55.6,0.3737298950810599
googlenet,0.19,5,5,6,104.6,0.7823321093383461
lenet,0.19,5,5,6,127.6,0.6223919527676027
resnet34,0.19,5,5,6,126.2,0.8189196242343777
resnet50,0.19,5,5,6,157.0,0.8187503194917048
resnet101,0.19,5,5,6,102.4,0.8116909810915974
vgg11,0.19,5,5,6,132.20000000000002,0.7723995095420402
vgg16,0.19,5,5,6,107.2,0.7649396065728136
vgg19,0.19,5,5,6,124.2,0.772277448085443
alexnet,0.19,5,5,7,126.60000000000001,0.7260376843661543
fc1,0.19,5,5,7,6.800000000000001,0.3694492196686271
fc2,0.19,5,5,7,53.2,0.37306041035597653
googlenet,0.19,5,5,7,102.19999999999999,0.7808867549030056
lenet,0.19,5,5,7,112.4,0.6200736338644474
resnet34,0.19,5,5,7,119.4,0.8171576281206643
resnet50,0.19,5,5,7,127.0,0.816907850940712
resnet101,0.19,5,5,7,98.8,0.8108549182149655
vgg11,0.19,5,5,7,127.60000000000001,0.770929132678401
vgg16,0.19,5,5,7,94.4,0.7626772495194643
vgg19,0.19,5,5,7,119.4,0.7710421594845994
alexnet,0.19,5,5,8,127.80000000000001,0.7249729651228141
fc1,0.19,5,5,8,2.400000000000002,0.3686702518878559
fc2,0.19,5,5,8,57.6,0.3723818183030299
googlenet,0.19,5,5,8,107.39999999999999,0.7797861482757558
lenet,0.19,5,5,8,125.4,0.6181636349355877
resnet34,0.19,5,5,8,122.8,0.8160482544669354
resnet50,0.19,5,5,8,150.2,0.8159540915994443
resnet101,0.19,5,5,8,87.6,0.8094113589083892
vgg11,0.19,5,5,8,136.20000000000002,0.7697802869433492
vgg16,0.19,5,5,8,113.0,0.7613318794635457
vgg19,0.19,5,5,8,117.6,0.7703208330292974
alexnet,0.19,5,5,9,109.80000000000001,0.7244534775174997
fc1,0.19,5,5,9,6.0,0.36849086270175196
fc2,0.19,5,5,9,42.2,0.37213578812081455
googlenet,0.19,5,5,9,90.19999999999999,0.7777979924157861
lenet,0.19,5,5,9,110.8,0.6164117258914648
resnet34,0.19,5,5,9,116.6,0.8154972385300935
resnet50,0.19,5,5,9,142.0,0.8152994441387323
resnet101,0.19,5,5,9,76.8,0.808137336524698
vgg11,0.19,5,5,9,122.2,0.7686659957517362
vgg16,0.19,5,5,9,113.0,0.7606910428381104
vgg19,0.19,5,5,9,119.2,0.7694624720698643
alexnet,0.19,5,5,10,120.60000000000001,0.7240314089073151
fc1,0.19,5,5,10,6.400000000000002,0.36846072491165993
fc2,0.19,5,5,10,60.400000000000006,0.3715743039087733
googlenet,0.19,5,5,10,100.6,0.7756170500658899
lenet,0.19,5,5,10,110.6,0.6157606603869362
resnet34,0.19,5,5,10,111.2,0.815350619855347
resnet50,0.19,5,5,10,130.2,0.8146927449032195
resnet101,0.19,5,5,10,81.6,0.8073216549617779
vgg11,0.19,5,5,10,123.2,0.7677157420978957
vgg16,0.19,5,5,10,101.0,0.7599141589038865
vgg19,0.19,5,5,10,118.4,0.7683911036849832
alexnet,0.19,5,5,11,120.60000000000001,0.7238383819447584
fc1,0.19,5,5,11,4.600000000000001,0.3683775173610107
fc2,0.19,5,5,11,64.0,0.3706985496475279
googlenet,0.19,5,5,11,88.19999999999999,0.7747213847312996
lenet,0.19,5,5,11,117.8,0.6147896504314266
resnet34,0.19,5,5,11,111.2,0.8148260163517345
resnet50,0.19,5,5,11,145.60000000000002,0.8144187068272997
resnet101,0.19,5,5,11,75.19999999999999,0.8068506537236334
vgg11,0.19,5,5,11,128.0,0.766987809090693
vgg16,0.19,5,5,11,109.2,0.7595868752514784
vgg19,0.19,5,5,11,118.4,0.7677816932012113
alexnet,0.19,5,5,12,120.60000000000001,0.7237351460832049
fc1,0.19,5,5,12,10.8,0.36821088251515466
fc2,0.19,5,5,12,71.80000000000001,0.37037759850979823
googlenet,0.19,5,5,12,89.6,0.774479029096931
lenet,0.19,5,5,12,125.8,0.6143751578642753
resnet34,0.19,5,5,12,109.8,0.81429199385914
resnet50,0.19,5,5,12,142.4,0.8141245808935852
resnet101,0.19,5,5,12,87.0,0.8065620453555095
vgg11,0.19,5,5,12,135.0,0.766706455243035
vgg16,0.19,5,5,12,109.8,0.7591969763421227
vgg19,0.19,5,5,12,118.2,0.7673093528511475
alexnet,0.19,5,5,13,121.00000000000001,0.7239335207685644
fc1,0.19,5,5,13,10.0,0.36814312576366465
fc2,0.19,5,5,13,63.0,0.37025433798306284
googlenet,0.19,5,5,13,91.19999999999999,0.7741185665656833
lenet,0.19,5,5,13,128.4,0.614145787894825
resnet34,0.19,5,5,13,109.8,0.8142801629237373
resnet50,0.19,5,5,13,143.2,0.8137410425804347
resnet101,0.19,5,5,13,87.4,0.8063553613912772
vgg11,0.19,5,5,13,133.8,0.7664677561879591
vgg16,0.19,5,5,13,102.0,0.7586153876270523
vgg19,0.19,5,5,13,118.8,0.766828374573384
alexnet,0.19,5,5,14,118.00000000000001,0.7239025952036338
fc1,0.19,5,5,14,12.600000000000001,0.3679790619033584
fc2,0.19,5,5,14,42.6,0.3701026973215953
googlenet,0.19,5,5,14,91.19999999999999,0.7738067718061938
lenet,0.19,5,5,14,131.8,0.6138035358851884
resnet34,0.19,5,5,14,113.6,0.8140596657633763
resnet50,0.19,5,5,14,135.0,0.8136679541240438
resnet101,0.19,5,5,14,87.4,0.8062366368635273
vgg11,0.19,5,5,14,116.60000000000001,0.7660190485172114
vgg16,0.19,5,5,14,109.4,0.7580940728868171
vgg19,0.19,5,5,14,127.0,0.7663212553183012
alexnet,0.19,5,5,15,118.4,0.7236129072261052
fc1,0.19,5,5,15,12.200000000000003,0.3679150919513606
fc2,0.19,5,5,15,46.6,0.3700112689373683
googlenet,0.19,5,5,15,95.0,0.7730364355983449
lenet,0.19,5,5,15,135.2,0.6131721909229249
resnet34,0.19,5,5,15,112.2,0.8137748658451665
resnet50,0.19,5,5,15,140.4,0.8135115729209167
resnet101,0.19,5,5,15,87.4,0.8062705329554586
vgg11,0.19,5,5,15,125.4,0.7656676831235674
vgg16,0.19,5,5,15,111.6,0.7579016936053625
vgg19,0.19,5,5,15,127.6,0.7659966311506616
alexnet,0.19,5,5,16,118.4,0.7234410062083462
fc1,0.19,5,5,16,14.600000000000001,0.3680926652373998
fc2,0.19,5,5,16,38.6,0.36987239347445466
googlenet,0.19,5,5,16,93.19999999999999,0.7723024493737535
lenet,0.19,5,5,16,134.4,0.6127726831080321
resnet34,0.19,5,5,16,112.2,0.8137105630873175
resnet50,0.19,5,5,16,143.0,0.8132604246390699
resnet101,0.19,5,5,16,87.4,0.8062375032095849
vgg11,0.19,5,5,16,123.4,0.7654704097171248
vgg16,0.19,5,5,16,111.6,0.7579028794090059
vgg19,0.19,5,5,16,127.6,0.7659140900417769
alexnet,0.19,5,5,17,119.4,0.7231769892992584
fc1,0.19,5,5,17,14.0,0.36821436539357955
fc2,0.19,5,5,17,51.400000000000006,0.36965745604537453
googlenet,0.19,5,5,17,85.0,0.7721451114944002
lenet,0.19,5,5,17,134.4,0.6125816623108689
resnet34,0.19,5,5,17,118.2,0.8136188045092736
resnet50,0.19,5,5,17,140.8,0.8131440174217375
resnet101,0.19,5,5,17,87.4,0.8061146162188646
vgg11,0.19,5,5,17,129.2,0.7652731363106822
vgg16,0.19,5,5,17,104.4,0.7577668195595834
vgg19,0.19,5,5,17,118.6,0.7658521155929797
alexnet,0.19,5,5,18,115.60000000000001,0.722824660250608
fc1,0.19,5,5,18,-3.3999999999999986,0.36803583469587386
fc2,0.19,5,5,18,52.0,0.3695813940792081
googlenet,0.19,5,5,18,84.39999999999999,0.7713865557874803
lenet,0.19,5,5,18,128.2,0.6123872263382211
resnet34,0.19,5,5,18,118.2,0.8135391775611229
resnet50,0.19,5,5,18,143.0,0.8130792405457127
resnet101,0.19,5,5,18,87.0,0.8059230108374326
vgg11,0.19,5,5,18,129.60000000000002,0.765051405809797
vgg16,0.19,5,5,18,104.4,0.7577668195595834
vgg19,0.19,5,5,18,123.6,0.7657493456333644
alexnet,0.19,5,5,19,112.20000000000002,0.7226674079452663
fc1,0.19,5,5,19,-3.3999999999999986,0.36792587389102244
fc2,0.19,5,5,19,52.0,0.3695813940792081
googlenet,0.19,5,5,19,95.19999999999999,0.7705440356720527
lenet,0.19,5,5,19,128.0,0.6122157666104955
resnet34,0.19,5,5,19,110.0,0.8135136777357806
resnet50,0.19,5,5,19,138.2,0.8128871747131496
resnet101,0.19,5,5,19,83.6,0.8058018768367375
vgg11,0.19,5,5,19,131.6,0.7646505720852603
vgg16,0.19,5,5,19,104.4,0.7577668195595834
vgg19,0.19,5,5,19,123.6,0.765546634747565
alexnet,0.28,5,5,3,125.20000000000002,0.7344476095154088
fc1,0.28,5,5,3,-8.199999999999996,0.3719075391702467
fc2,0.28,5,5,3,64.80000000000001,0.3755305168231286
googlenet,0.28,5,5,3,101.6,0.7937527003008231
lenet,0.28,5,5,3,132.6,0.6334434645956404
resnet34,0.28,5,5,3,119.6,0.8279892681482044
resnet50,0.28,5,5,3,153.4,0.8267126945994036
resnet101,0.28,5,5,3,100.4,0.8192556134158108
vgg11,0.28,5,5,3,141.4,0.7821025800765247
vgg16,0.28,5,5,3,107.2,0.7769143683526771
vgg19,0.28,5,5,3,122.6,0.7814439977171883
alexnet,0.28,5,5,4,103.20000000000002,0.7310986005843505
fc1,0.28,5,5,4,1.6000000000000014,0.3722138997560224
fc2,0.28,5,5,4,57.6,0.37530750653615874
googlenet,0.28,5,5,4,103.6,0.788312896745911
lenet,0.28,5,5,4,129.4,0.6269379642954274
resnet34,0.28,5,5,4,113.0,0.823949539093275
resnet50,0.28,5,5,4,142.2,0.8229978699865643
resnet101,0.28,5,5,4,97.8,0.8145672168817909
vgg11,0.28,5,5,4,142.0,0.7773161606952825
vgg16,0.28,5,5,4,109.0,0.7704320894800625
vgg19,0.28,5,5,4,130.2,0.7768214909776512
alexnet,0.28,5,5,5,115.4,0.7293665072071032
fc1,0.28,5,5,5,5.400000000000002,0.3706521336447028
fc2,0.28,5,5,5,47.800000000000004,0.37440892340819637
googlenet,0.28,5,5,5,104.39999999999999,0.7843194177367615
lenet,0.28,5,5,5,137.2,0.6247196834638769
resnet34,0.28,5,5,5,126.2,0.8210833423442125
resnet50,0.28,5,5,5,155.8,0.8209278758008287
resnet101,0.28,5,5,5,100.19999999999999,0.8126538682632052
vgg11,0.28,5,5,5,141.4,0.7742561291832835
vgg16,0.28,5,5,5,114.8,0.7672797544924437
vgg19,0.28,5,5,5,115.0,0.7740757511242494
alexnet,0.28,5,5,6,110.60000000000001,0.727653617036489
fc1,0.28,5,5,6,6.800000000000001,0.3698823026383148
fc2,0.28,5,5,6,51.6,0.3737298950810599
googlenet,0.28,5,5,6,103.6,0.7823321093383461
lenet,0.28,5,5,6,138.2,0.6223919527676027
resnet34,0.28,5,5,6,124.0,0.8189196242343777
resnet50,0.28,5,5,6,157.20000000000002,0.8187503194917048
resnet101,0.28,5,5,6,102.4,0.8116909810915974
vgg11,0.28,5,5,6,139.0,0.7723995095420402
vgg16,0.28,5,5,6,113.0,0.7649396065728136
vgg19,0.28,5,5,6,119.4,0.772277448085443
alexnet,0.28,5,5,7,97.80000000000001,0.7260376843661543
fc1,0.28,5,5,7,-8.600000000000001,0.36856329767512847
fc2,0.28,5,5,7,38.2,0.3730535604979221
googlenet,0.28,5,5,7,93.6,0.7808867549030056
lenet,0.28,5,5,7,124.6,0.6200736338644474
resnet34,0.28,5,5,7,118.4,0.8171576281206643
resnet50,0.28,5,5,7,135.4,0.816907850940712
resnet101,0.28,5,5,7,95.0,0.8108549182149655
vgg11,0.28,5,5,7,115.0,0.770929132678401
vgg16,0.28,5,5,7,106.2,0.7626772495194643
vgg19,0.28,5,5,7,112.8,0.7710421594845994
alexnet,0.28,5,5,8,107.60000000000001,0.7249729651228141
fc1,0.28,5,5,8,-5.0,0.3686702518878559
fc2,0.28,5,5,8,57.800000000000004,0.3723818183030299
googlenet,0.28,5,5,8,101.0,0.7797861482757558
lenet,0.28,5,5,8,112.6,0.6181636349355877
resnet34,0.28,5,5,8,115.8,0.8160482544669354
resnet50,0.28,5,5,8,147.0,0.8159540915994443
resnet101,0.28,5,5,8,91.8,0.8094113589083892
vgg11,0.28,5,5,8,126.80000000000001,0.7697802869433492
vgg16,0.28,5,5,8,103.8,0.7613318794635457
vgg19,0.28,5,5,8,116.4,0.7703208330292974
alexnet,0.28,5,5,9,105.4,0.7244534775174997
fc1,0.28,5,5,9,1.2000000000000028,0.36849086270175196
fc2,0.28,5,5,9,47.800000000000004,0.37213578812081455
googlenet,0.28,5,5,9,84.19999999999999,0.7777979924157861
lenet,0.28,5,5,9,116.8,0.6164117258914648
resnet34,0.28,5,5,9,117.0,0.8154972385300935
resnet50,0.28,5,5,9,149.0,0.8152994441387323
resnet101,0.28,5,5,9,89.6,0.808137336524698
vgg11,0.28,5,5,9,120.60000000000001,0.7686659957517362
vgg16,0.28,5,5,9,109.0,0.7606910428381104
vgg19,0.28,5,5,9,119.4,0.7694624720698643
alexnet,0.28,5,5,10,100.4,0.7240314089073151
fc1,0.28,5,5,10,4.800000000000001,0.3684184591806832
fc2,0.28,5,5,10,52.6,0.3715743039087733
googlenet,0.28,5,5,10,92.8,0.7756170500658899
lenet,0.28,5,5,10,116.6,0.6157606603869362
resnet34,0.28,5,5,10,122.0,0.815350619855347
resnet50,0.28,5,5,10,136.8,0.8146927449032195
resnet101,0.28,5,5,10,89.4,0.8073216549617779
vgg11,0.28,5,5,10,128.0,0.7677157420978957
vgg16,0.28,5,5,10,104.2,0.7599141589038865
vgg19,0.28,5,5,10,125.6,0.7683911036849832
alexnet,0.28,5,5,11,117.4,0.7238383819447584
fc1,0.28,5,5,11,14.0,0.3683775173610107
fc2,0.28,5,5,11,62.2,0.3706985496475279
googlenet,0.28,5,5,11,92.8,0.7747213847312996
lenet,0.28,5,5,11,117.8,0.6147896504314266
resnet34,0.28,5,5,11,122.0,0.8148260163517345
resnet50,0.28,5,5,11,155.6,0.8144187068272997
resnet101,0.28,5,5,11,79.19999999999999,0.8068506537236334
vgg11,0.28,5,5,11,122.4,0.766987809090693
vgg16,0.28,5,5,11,112.0,0.7595868752514784
vgg19,0.28,5,5,11,125.6,0.7677816932012113
alexnet,0.28,5,5,12,117.4,0.7237351460832049
fc1,0.28,5,5,12,9.400000000000002,0.36821088251515466
fc2,0.28,5,5,12,64.4,0.37037759850979823
googlenet,0.28,5,5,12,93.8,0.774479029096931
lenet,0.28,5,5,12,125.8,0.6143751578642753
resnet34,0.28,5,5,12,121.2,0.81429199385914
resnet50,0.28,5,5,12,155.4,0.8141245808935852
resnet101,0.28,5,5,12,87.0,0.8065620453555095
vgg11,0.28,5,5,12,124.60000000000001,0.766706455243035
vgg16,0.28,5,5,12,105.2,0.7591969763421227
vgg19,0.28,5,5,12,125.4,0.7673093528511475
alexnet,0.28,5,5,13,116.00000000000001,0.7239335207685644
fc1,0.28,5,5,13,7.0,0.36814312576366465
fc2,0.28,5,5,13,61.6,0.37025433798306284
